portion_replicate,portions
50.0% - #595,"[1, 2, 1, 5, 2, 2, 2, 3, 2, 3, 2, 3]"
50.0% - #596,"[1, 3, 1, 7, 0, 5, 0, 1, 2, 3, 2, 3]"
50.0% - #597,"[1, 3, 0, 7, 2, 2, 2, 0, 2, 3, 2, 4]"
50.0% - #598,"[0, 1, 0, 1, 2, 4, 4, 6, 6, 0, 0, 4]"
50.0% - #599,"[1, 0, 1, 7, 1, 0, 2, 8, 2, 0, 2, 4]"
50.0% - #600,"[3, 0, 2, 4, 0, 0, 1, 9, 5, 2, 1, 1]"
50.0% - #601,"[4, 3, 1, 5, 2, 6, 1, 1, 0, 3, 2, 0]"
50.0% - #602,"[4, 3, 1, 0, 1, 3, 1, 6, 0, 4, 2, 3]"
50.0% - #603,"[3, 2, 0, 0, 1, 6, 0, 9, 1, 3, 0, 3]"
50.0% - #604,"[1, 0, 0, 5, 2, 3, 2, 1, 5, 4, 2, 3]"
50.0% - #605,"[1, 1, 1, 1, 0, 6, 4, 4, 2, 2, 2, 4]"
50.0% - #606,"[1, 1, 1, 1, 2, 3, 4, 3, 6, 3, 1, 2]"
50.0% - #607,"[4, 1, 1, 0, 2, 6, 0, 9, 2, 0, 2, 1]"
50.0% - #608,"[3, 0, 0, 5, 2, 2, 1, 3, 5, 4, 3, 0]"
50.0% - #609,"[2, 1, 0, 7, 2, 6, 0, 6, 3, 1, 0, 0]"
50.0% - #610,"[4, 2, 2, 4, 2, 1, 1, 4, 2, 2, 3, 1]"
50.0% - #611,"[0, 2, 1, 5, 2, 6, 3, 2, 0, 2, 3, 2]"
50.0% - #612,"[1, 2, 1, 0, 0, 5, 3, 3, 6, 2, 1, 4]"
50.0% - #613,"[2, 1, 0, 6, 1, 0, 4, 8, 0, 4, 0, 2]"
50.0% - #614,"[1, 2, 0, 6, 0, 6, 0, 7, 2, 0, 3, 1]"
50.0% - #615,"[0, 3, 1, 7, 0, 1, 0, 9, 3, 1, 0, 3]"
50.0% - #616,"[1, 2, 0, 3, 0, 5, 2, 9, 3, 2, 0, 1]"
50.0% - #617,"[3, 0, 1, 0, 0, 4, 1, 9, 6, 0, 2, 2]"
50.0% - #618,"[1, 1, 2, 7, 1, 5, 3, 1, 4, 0, 3, 0]"
50.0% - #619,"[3, 3, 2, 7, 2, 2, 2, 0, 2, 3, 2, 0]"
50.0% - #620,"[3, 1, 1, 0, 2, 6, 2, 5, 0, 2, 2, 4]"
50.0% - #621,"[4, 1, 1, 3, 0, 2, 4, 5, 0, 1, 3, 4]"
50.0% - #622,"[3, 3, 1, 1, 0, 4, 4, 0, 6, 1, 2, 3]"
50.0% - #623,"[2, 3, 1, 6, 2, 2, 3, 6, 0, 0, 2, 1]"
50.0% - #624,"[0, 1, 2, 5, 0, 4, 0, 3, 4, 3, 3, 3]"
50.0% - #625,"[0, 2, 2, 4, 0, 2, 0, 8, 1, 4, 2, 3]"
50.0% - #626,"[3, 3, 0, 5, 2, 6, 1, 0, 3, 4, 1, 0]"
50.0% - #627,"[0, 3, 1, 2, 1, 2, 3, 8, 2, 3, 1, 2]"
50.0% - #628,"[4, 2, 2, 6, 2, 4, 0, 1, 1, 0, 3, 3]"
50.0% - #629,"[2, 0, 0, 4, 1, 2, 4, 4, 5, 4, 0, 2]"
50.0% - #630,"[0, 1, 2, 4, 0, 1, 3, 3, 5, 4, 2, 3]"
50.0% - #631,"[4, 1, 0, 4, 1, 4, 4, 0, 5, 0, 2, 3]"
50.0% - #632,"[3, 2, 1, 7, 0, 5, 0, 0, 2, 4, 2, 2]"
50.0% - #633,"[2, 2, 2, 2, 0, 2, 4, 10, 1, 1, 2, 0]"
50.0% - #634,"[1, 3, 1, 7, 0, 6, 2, 3, 0, 0, 2, 3]"
50.0% - #635,"[3, 2, 1, 0, 0, 0, 0, 8, 6, 4, 3, 1]"
50.0% - #636,"[3, 0, 0, 1, 0, 6, 3, 9, 2, 0, 0, 4]"
50.0% - #637,"[0, 2, 1, 6, 0, 0, 2, 5, 6, 1, 3, 2]"
50.0% - #638,"[3, 0, 1, 7, 1, 2, 2, 4, 3, 0, 1, 4]"
50.0% - #639,"[0, 0, 0, 2, 0, 3, 2, 8, 6, 4, 2, 1]"
50.0% - #640,"[0, 3, 0, 0, 1, 2, 4, 8, 2, 2, 2, 4]"
50.0% - #641,"[1, 0, 2, 2, 1, 2, 4, 5, 5, 0, 2, 4]"
50.0% - #642,"[3, 3, 0, 1, 0, 3, 3, 4, 6, 0, 1, 4]"
50.0% - #643,"[1, 0, 2, 5, 2, 6, 2, 3, 5, 1, 0, 1]"
50.0% - #644,"[3, 0, 2, 3, 1, 6, 3, 1, 1, 1, 3, 4]"
50.0% - #645,"[3, 3, 1, 2, 1, 4, 1, 7, 5, 0, 1, 0]"
50.0% - #646,"[1, 1, 2, 6, 2, 4, 2, 2, 6, 0, 0, 2]"
50.0% - #647,"[4, 1, 0, 1, 0, 3, 2, 9, 0, 3, 1, 4]"
50.0% - #648,"[3, 2, 1, 7, 0, 1, 2, 1, 5, 2, 2, 2]"
50.0% - #649,"[3, 1, 0, 0, 2, 4, 1, 6, 4, 2, 2, 3]"
50.0% - #650,"[1, 1, 1, 0, 2, 1, 2, 8, 5, 4, 3, 0]"
50.0% - #651,"[0, 2, 2, 3, 1, 6, 2, 9, 0, 0, 1, 2]"
50.0% - #652,"[2, 1, 1, 2, 0, 1, 1, 9, 2, 2, 3, 4]"
50.0% - #653,"[1, 3, 0, 5, 2, 3, 2, 1, 2, 4, 1, 4]"
50.0% - #654,"[1, 0, 2, 6, 0, 5, 3, 1, 2, 2, 3, 3]"
50.0% - #655,"[3, 1, 1, 0, 0, 1, 4, 10, 0, 1, 3, 4]"
50.0% - #656,"[2, 0, 0, 3, 1, 3, 2, 9, 4, 1, 1, 2]"
50.0% - #657,"[0, 0, 2, 2, 1, 5, 1, 7, 0, 4, 3, 3]"
50.0% - #658,"[2, 3, 2, 3, 2, 3, 0, 0, 6, 3, 1, 3]"
50.0% - #659,"[0, 2, 2, 0, 0, 5, 1, 10, 0, 4, 3, 1]"
50.0% - #660,"[0, 3, 0, 6, 2, 4, 1, 4, 3, 1, 3, 1]"
50.0% - #661,"[3, 2, 0, 7, 2, 3, 4, 3, 0, 1, 0, 3]"
50.0% - #662,"[0, 1, 1, 5, 0, 4, 2, 7, 0, 3, 2, 3]"
50.0% - #663,"[4, 1, 2, 0, 1, 2, 0, 6, 4, 2, 2, 4]"
50.0% - #664,"[0, 1, 1, 0, 0, 1, 3, 9, 2, 4, 3, 4]"
50.0% - #665,"[3, 2, 0, 2, 1, 2, 0, 5, 6, 3, 3, 1]"
50.0% - #666,"[1, 2, 1, 3, 2, 6, 2, 4, 4, 0, 1, 2]"
50.0% - #667,"[4, 3, 2, 3, 0, 1, 3, 7, 1, 0, 3, 1]"
50.0% - #668,"[3, 0, 1, 0, 0, 3, 1, 8, 5, 2, 1, 4]"
50.0% - #669,"[2, 2, 2, 1, 2, 3, 3, 6, 0, 2, 1, 4]"
50.0% - #670,"[4, 1, 0, 5, 1, 0, 0, 10, 0, 4, 0, 3]"
50.0% - #671,"[3, 1, 2, 1, 0, 5, 0, 5, 2, 2, 3, 4]"
50.0% - #672,"[4, 3, 2, 6, 0, 2, 4, 3, 1, 3, 0, 0]"
50.0% - #673,"[1, 1, 2, 7, 0, 0, 2, 5, 2, 1, 3, 4]"
50.0% - #674,"[4, 2, 0, 1, 2, 2, 3, 4, 5, 1, 0, 4]"
50.0% - #675,"[4, 1, 1, 4, 1, 1, 2, 3, 6, 2, 1, 2]"
50.0% - #676,"[3, 0, 2, 2, 2, 4, 1, 8, 4, 1, 1, 0]"
50.0% - #677,"[2, 3, 2, 4, 0, 3, 2, 6, 1, 2, 1, 2]"
50.0% - #678,"[1, 2, 1, 6, 1, 0, 0, 6, 5, 2, 3, 1]"
50.0% - #679,"[3, 3, 1, 6, 0, 6, 0, 3, 0, 3, 0, 3]"
50.0% - #680,"[3, 2, 1, 4, 1, 0, 1, 6, 4, 1, 3, 2]"
50.0% - #681,"[1, 2, 2, 2, 1, 3, 4, 7, 3, 1, 1, 1]"
50.0% - #682,"[3, 2, 2, 4, 1, 6, 1, 3, 2, 2, 0, 2]"
50.0% - #683,"[4, 0, 1, 7, 2, 4, 1, 3, 0, 2, 1, 3]"
50.0% - #684,"[3, 1, 0, 7, 2, 5, 1, 2, 1, 0, 3, 3]"
50.0% - #685,"[1, 3, 2, 7, 0, 0, 4, 5, 3, 0, 3, 0]"
50.0% - #686,"[2, 0, 2, 4, 1, 5, 1, 6, 1, 2, 1, 3]"
50.0% - #687,"[4, 3, 0, 2, 0, 0, 2, 6, 1, 4, 2, 4]"
50.0% - #688,"[1, 2, 0, 7, 2, 6, 2, 5, 2, 0, 1, 0]"
50.0% - #689,"[4, 1, 1, 1, 1, 0, 4, 6, 4, 1, 1, 4]"
50.0% - #690,"[3, 1, 2, 3, 2, 0, 4, 6, 6, 0, 0, 1]"
50.0% - #691,"[4, 2, 1, 6, 1, 4, 0, 1, 3, 2, 0, 4]"
50.0% - #692,"[1, 0, 0, 2, 1, 6, 3, 5, 6, 2, 1, 1]"
50.0% - #693,"[3, 1, 1, 7, 2, 5, 1, 3, 0, 2, 1, 2]"
50.0% - #694,"[3, 0, 0, 1, 2, 4, 2, 4, 5, 3, 1, 3]"
50.0% - #695,"[4, 3, 2, 5, 0, 2, 1, 2, 5, 2, 1, 1]"
50.0% - #696,"[3, 0, 0, 7, 0, 2, 4, 5, 1, 3, 2, 1]"
50.0% - #697,"[1, 2, 2, 2, 1, 5, 3, 7, 2, 2, 0, 1]"
50.0% - #698,"[0, 1, 2, 6, 0, 3, 4, 1, 3, 4, 2, 2]"
50.0% - #699,"[0, 1, 1, 2, 2, 0, 4, 5, 6, 3, 2, 2]"
50.0% - #700,"[2, 1, 2, 3, 2, 6, 0, 6, 2, 3, 0, 1]"
50.0% - #701,"[0, 1, 2, 4, 0, 4, 4, 4, 6, 0, 1, 2]"
50.0% - #702,"[3, 0, 0, 3, 2, 1, 3, 10, 1, 1, 2, 2]"
50.0% - #703,"[1, 2, 0, 7, 0, 0, 3, 8, 4, 3, 0, 0]"
50.0% - #704,"[4, 3, 2, 2, 0, 5, 2, 2, 3, 3, 1, 1]"
50.0% - #705,"[4, 0, 2, 1, 2, 6, 1, 1, 6, 3, 1, 1]"
50.0% - #706,"[1, 0, 0, 5, 0, 1, 2, 10, 1, 4, 3, 1]"
50.0% - #707,"[4, 2, 0, 3, 0, 2, 3, 5, 6, 2, 0, 1]"
50.0% - #708,"[0, 3, 0, 6, 0, 3, 4, 1, 3, 1, 3, 4]"
50.0% - #709,"[2, 0, 0, 4, 2, 0, 0, 9, 4, 0, 3, 4]"
50.0% - #710,"[4, 0, 2, 0, 1, 3, 4, 5, 1, 4, 3, 1]"
50.0% - #711,"[2, 0, 0, 1, 2, 3, 3, 6, 3, 4, 2, 2]"
50.0% - #712,"[4, 3, 1, 1, 1, 2, 2, 3, 2, 2, 3, 4]"
50.0% - #713,"[1, 0, 2, 2, 0, 6, 2, 7, 3, 3, 1, 1]"
50.0% - #714,"[2, 0, 2, 0, 0, 3, 3, 7, 3, 1, 3, 4]"
50.0% - #715,"[1, 2, 2, 7, 2, 0, 1, 2, 1, 3, 3, 4]"
50.0% - #716,"[2, 3, 2, 2, 2, 6, 4, 3, 0, 0, 3, 1]"
50.0% - #717,"[3, 2, 1, 7, 2, 1, 2, 0, 5, 1, 2, 2]"
50.0% - #718,"[1, 0, 2, 2, 2, 6, 4, 4, 0, 4, 2, 1]"
50.0% - #719,"[3, 2, 0, 1, 1, 6, 1, 1, 6, 4, 2, 1]"
50.0% - #720,"[3, 2, 0, 4, 0, 3, 0, 9, 3, 3, 0, 1]"
50.0% - #721,"[0, 2, 1, 4, 0, 6, 0, 7, 0, 2, 3, 3]"
50.0% - #722,"[4, 0, 0, 1, 1, 4, 3, 9, 2, 2, 2, 0]"
50.0% - #723,"[4, 0, 1, 1, 2, 4, 3, 7, 0, 3, 2, 1]"
50.0% - #724,"[0, 3, 1, 1, 1, 4, 2, 8, 4, 1, 3, 0]"
50.0% - #725,"[4, 0, 0, 3, 2, 4, 0, 2, 4, 4, 3, 2]"
50.0% - #726,"[4, 0, 1, 0, 1, 4, 2, 10, 3, 0, 3, 0]"
50.0% - #727,"[0, 1, 2, 6, 2, 5, 4, 0, 3, 1, 1, 3]"
50.0% - #728,"[0, 0, 1, 6, 0, 4, 2, 8, 1, 4, 1, 1]"
50.0% - #729,"[2, 0, 0, 6, 0, 4, 3, 10, 1, 1, 1, 0]"
50.0% - #730,"[2, 0, 0, 5, 2, 3, 0, 6, 4, 0, 2, 4]"
50.0% - #731,"[0, 1, 1, 1, 0, 6, 2, 5, 6, 4, 1, 1]"
50.0% - #732,"[4, 1, 2, 2, 2, 5, 4, 1, 2, 1, 1, 3]"
50.0% - #733,"[0, 3, 2, 4, 2, 4, 1, 7, 3, 1, 0, 1]"
50.0% - #734,"[2, 3, 1, 0, 0, 1, 2, 9, 4, 3, 2, 1]"
50.0% - #735,"[2, 1, 1, 1, 0, 2, 3, 8, 2, 4, 3, 1]"
50.0% - #736,"[2, 3, 1, 5, 0, 5, 4, 3, 1, 1, 3, 0]"
50.0% - #737,"[1, 3, 0, 7, 2, 1, 0, 5, 4, 4, 0, 1]"
50.0% - #738,"[1, 3, 2, 7, 1, 3, 1, 1, 2, 3, 2, 2]"
50.0% - #739,"[1, 2, 0, 0, 0, 4, 3, 4, 5, 3, 3, 3]"
50.0% - #740,"[0, 3, 1, 4, 2, 5, 3, 4, 0, 4, 0, 2]"
50.0% - #741,"[2, 2, 1, 4, 0, 4, 3, 4, 2, 2, 0, 4]"
50.0% - #742,"[2, 0, 2, 6, 2, 0, 2, 8, 4, 2, 0, 0]"
50.0% - #743,"[1, 1, 0, 5, 0, 5, 0, 8, 5, 0, 2, 1]"
50.0% - #744,"[0, 0, 1, 0, 1, 5, 4, 8, 3, 3, 0, 3]"
50.0% - #745,"[3, 0, 1, 2, 1, 5, 2, 7, 2, 0, 1, 4]"
50.0% - #746,"[3, 1, 0, 2, 2, 6, 2, 7, 2, 1, 2, 0]"
50.0% - #747,"[4, 3, 0, 5, 1, 4, 0, 4, 2, 2, 1, 2]"
50.0% - #748,"[1, 3, 1, 4, 2, 0, 2, 4, 4, 2, 2, 3]"
50.0% - #749,"[3, 2, 2, 6, 2, 3, 2, 1, 2, 1, 1, 3]"
50.0% - #750,"[0, 2, 0, 0, 1, 3, 2, 9, 6, 2, 1, 2]"
50.0% - #751,"[4, 3, 2, 2, 1, 0, 3, 5, 0, 4, 3, 1]"
50.0% - #752,"[2, 2, 1, 5, 0, 2, 1, 7, 0, 1, 3, 4]"
50.0% - #753,"[4, 2, 1, 5, 0, 1, 4, 0, 5, 4, 2, 0]"
50.0% - #754,"[2, 0, 0, 4, 0, 5, 4, 8, 0, 1, 1, 3]"
50.0% - #755,"[3, 0, 1, 7, 0, 4, 1, 2, 3, 3, 3, 1]"
50.0% - #756,"[0, 0, 1, 6, 1, 5, 4, 4, 2, 1, 0, 4]"
50.0% - #757,"[1, 3, 0, 0, 0, 3, 4, 8, 6, 1, 2, 0]"
50.0% - #758,"[2, 0, 0, 5, 1, 3, 4, 2, 6, 2, 1, 2]"
50.0% - #759,"[0, 2, 2, 7, 2, 4, 4, 3, 1, 1, 2, 0]"
50.0% - #760,"[0, 1, 1, 6, 1, 2, 2, 6, 6, 0, 2, 1]"
50.0% - #761,"[1, 3, 1, 1, 2, 4, 3, 7, 4, 0, 2, 0]"
50.0% - #762,"[0, 2, 0, 3, 1, 4, 1, 9, 0, 4, 2, 2]"
50.0% - #763,"[1, 3, 2, 2, 0, 6, 4, 5, 1, 2, 1, 1]"
50.0% - #764,"[1, 3, 0, 5, 0, 6, 4, 3, 0, 2, 2, 2]"
50.0% - #765,"[4, 3, 0, 1, 2, 5, 3, 3, 0, 1, 2, 4]"
50.0% - #766,"[4, 1, 1, 6, 0, 3, 1, 1, 2, 3, 2, 4]"
50.0% - #767,"[4, 0, 2, 1, 1, 4, 3, 4, 4, 2, 1, 2]"
50.0% - #768,"[0, 2, 2, 6, 2, 2, 3, 6, 1, 2, 2, 0]"
50.0% - #769,"[1, 2, 2, 0, 1, 6, 1, 2, 4, 4, 3, 2]"
50.0% - #770,"[3, 3, 0, 3, 2, 5, 0, 4, 3, 1, 1, 3]"
50.0% - #771,"[2, 0, 1, 3, 0, 4, 4, 2, 6, 4, 1, 1]"
50.0% - #772,"[1, 2, 0, 6, 2, 3, 3, 0, 4, 0, 3, 4]"
50.0% - #773,"[3, 2, 0, 7, 1, 5, 4, 0, 2, 3, 0, 1]"
50.0% - #774,"[4, 0, 2, 6, 0, 2, 4, 5, 1, 2, 1, 1]"
50.0% - #775,"[3, 3, 2, 1, 1, 6, 3, 3, 2, 1, 3, 0]"
50.0% - #776,"[3, 2, 0, 6, 1, 0, 4, 3, 4, 0, 2, 3]"
50.0% - #777,"[1, 2, 2, 2, 0, 4, 2, 4, 4, 1, 3, 3]"
50.0% - #778,"[3, 0, 1, 2, 1, 0, 3, 6, 6, 4, 1, 1]"
50.0% - #779,"[3, 3, 2, 0, 2, 4, 2, 4, 5, 0, 0, 3]"
50.0% - #780,"[1, 2, 2, 7, 0, 3, 1, 2, 2, 4, 2, 2]"
50.0% - #781,"[0, 0, 0, 5, 1, 1, 2, 10, 4, 1, 0, 4]"
50.0% - #782,"[1, 1, 0, 6, 2, 0, 1, 9, 4, 2, 0, 2]"
50.0% - #783,"[0, 1, 2, 7, 2, 3, 2, 5, 2, 1, 2, 1]"
50.0% - #784,"[3, 3, 0, 6, 2, 3, 4, 2, 1, 1, 1, 2]"
50.0% - #785,"[4, 0, 0, 0, 0, 4, 2, 9, 4, 4, 1, 0]"
50.0% - #786,"[4, 0, 1, 4, 0, 2, 3, 5, 3, 2, 1, 3]"
50.0% - #787,"[3, 0, 0, 4, 2, 4, 1, 8, 1, 1, 1, 3]"
50.0% - #788,"[2, 1, 1, 7, 1, 4, 0, 6, 3, 0, 2, 1]"
50.0% - #789,"[3, 3, 2, 0, 1, 1, 4, 10, 1, 2, 0, 1]"
50.0% - #790,"[2, 1, 1, 6, 0, 5, 3, 2, 3, 2, 3, 0]"
50.0% - #791,"[3, 3, 1, 4, 2, 4, 2, 2, 5, 0, 2, 0]"
50.0% - #792,"[2, 0, 2, 5, 1, 3, 2, 8, 2, 1, 1, 1]"
50.0% - #793,"[4, 1, 0, 1, 0, 0, 3, 5, 6, 4, 3, 1]"
50.0% - #794,"[4, 1, 0, 1, 2, 6, 0, 8, 1, 3, 0, 2]"
50.0% - #795,"[1, 2, 0, 4, 0, 3, 4, 3, 4, 0, 3, 4]"
50.0% - #796,"[1, 3, 1, 3, 1, 0, 1, 9, 4, 0, 1, 4]"
50.0% - #797,"[3, 2, 2, 1, 1, 4, 1, 9, 0, 1, 0, 4]"
50.0% - #798,"[2, 3, 2, 7, 0, 3, 0, 2, 3, 3, 2, 1]"
50.0% - #799,"[2, 1, 1, 0, 1, 1, 2, 9, 6, 0, 2, 3]"
50.0% - #800,"[3, 3, 2, 0, 1, 1, 0, 7, 6, 1, 1, 3]"
50.0% - #801,"[3, 0, 1, 5, 1, 6, 1, 3, 2, 1, 1, 4]"
50.0% - #802,"[3, 3, 1, 7, 1, 0, 1, 5, 0, 2, 1, 4]"
50.0% - #803,"[0, 1, 1, 3, 1, 1, 1, 7, 6, 0, 3, 4]"
50.0% - #804,"[0, 1, 0, 6, 1, 2, 1, 7, 6, 1, 1, 2]"
50.0% - #805,"[2, 2, 1, 1, 0, 4, 0, 7, 4, 2, 1, 4]"
50.0% - #806,"[2, 3, 2, 3, 0, 0, 4, 8, 2, 2, 0, 2]"
50.0% - #807,"[2, 2, 2, 1, 1, 1, 3, 8, 5, 0, 2, 1]"
50.0% - #808,"[4, 2, 2, 2, 1, 6, 2, 6, 0, 2, 0, 1]"
50.0% - #809,"[4, 3, 2, 2, 0, 1, 2, 0, 4, 4, 2, 4]"
50.0% - #810,"[2, 3, 2, 0, 1, 1, 1, 8, 3, 4, 3, 0]"
50.0% - #811,"[4, 2, 2, 1, 1, 6, 1, 1, 6, 4, 0, 0]"
50.0% - #812,"[0, 3, 1, 4, 0, 0, 4, 9, 1, 4, 1, 1]"
50.0% - #813,"[2, 1, 0, 5, 0, 3, 2, 8, 1, 2, 3, 1]"
50.0% - #814,"[3, 1, 1, 4, 2, 4, 2, 3, 3, 1, 3, 1]"
50.0% - #815,"[1, 1, 2, 5, 1, 0, 2, 5, 3, 4, 0, 4]"
50.0% - #816,"[4, 1, 0, 5, 2, 3, 1, 3, 1, 1, 3, 4]"
50.0% - #817,"[0, 2, 2, 2, 0, 6, 0, 5, 2, 4, 3, 2]"
50.0% - #818,"[1, 1, 2, 5, 0, 1, 4, 5, 4, 0, 3, 2]"
50.0% - #819,"[1, 0, 1, 5, 1, 3, 4, 2, 2, 3, 2, 4]"
50.0% - #820,"[1, 1, 1, 7, 2, 6, 3, 1, 3, 0, 1, 2]"
50.0% - #821,"[3, 1, 0, 6, 0, 4, 1, 2, 5, 0, 2, 4]"
50.0% - #822,"[0, 1, 0, 5, 0, 1, 4, 5, 6, 2, 3, 1]"
50.0% - #823,"[0, 0, 2, 0, 1, 4, 0, 10, 6, 0, 3, 2]"
50.0% - #824,"[4, 3, 1, 2, 0, 2, 0, 3, 3, 4, 3, 3]"
50.0% - #825,"[0, 0, 2, 4, 1, 5, 1, 6, 5, 4, 0, 0]"
50.0% - #826,"[0, 3, 1, 6, 2, 1, 3, 1, 3, 4, 3, 1]"
50.0% - #827,"[2, 3, 0, 6, 1, 6, 0, 2, 2, 3, 2, 1]"
50.0% - #828,"[2, 1, 2, 5, 2, 1, 4, 4, 1, 1, 2, 3]"
50.0% - #829,"[2, 2, 2, 0, 2, 1, 1, 5, 4, 4, 2, 3]"
50.0% - #830,"[2, 3, 0, 2, 2, 2, 0, 8, 3, 0, 3, 3]"
50.0% - #831,"[3, 3, 0, 3, 2, 0, 4, 8, 0, 1, 0, 4]"
50.0% - #832,"[1, 0, 1, 7, 1, 3, 4, 2, 4, 1, 3, 1]"
50.0% - #833,"[0, 2, 2, 0, 1, 3, 1, 8, 2, 2, 3, 4]"
50.0% - #834,"[4, 2, 1, 4, 2, 2, 0, 4, 5, 1, 2, 1]"
50.0% - #835,"[4, 0, 0, 1, 2, 4, 3, 8, 3, 1, 0, 2]"
50.0% - #836,"[3, 2, 0, 5, 1, 6, 1, 1, 0, 2, 3, 4]"
50.0% - #837,"[2, 3, 1, 1, 1, 3, 4, 7, 0, 3, 3, 0]"
50.0% - #838,"[2, 2, 2, 5, 2, 2, 0, 1, 6, 2, 3, 1]"
50.0% - #839,"[2, 3, 0, 6, 0, 1, 3, 5, 3, 1, 1, 3]"
50.0% - #840,"[3, 3, 2, 4, 0, 0, 4, 2, 4, 4, 1, 1]"
50.0% - #841,"[2, 0, 2, 3, 2, 3, 3, 2, 5, 4, 2, 0]"
50.0% - #842,"[2, 2, 2, 7, 1, 2, 4, 3, 0, 2, 3, 0]"
50.0% - #843,"[3, 1, 2, 2, 1, 1, 1, 8, 1, 3, 1, 4]"
50.0% - #844,"[3, 0, 1, 1, 1, 2, 0, 8, 4, 4, 1, 3]"
50.0% - #845,"[3, 1, 1, 3, 2, 3, 0, 3, 2, 4, 3, 3]"
50.0% - #846,"[0, 3, 2, 4, 1, 4, 4, 2, 1, 2, 3, 2]"
50.0% - #847,"[1, 0, 2, 5, 1, 6, 0, 5, 4, 1, 3, 0]"
50.0% - #848,"[3, 1, 2, 5, 1, 0, 4, 0, 6, 4, 1, 1]"
50.0% - #849,"[0, 1, 2, 4, 2, 3, 3, 9, 0, 3, 1, 0]"
50.0% - #850,"[4, 1, 0, 5, 0, 5, 1, 3, 6, 0, 3, 0]"
50.0% - #851,"[3, 3, 1, 3, 0, 4, 1, 9, 0, 4, 0, 0]"
50.0% - #852,"[0, 0, 2, 7, 1, 6, 1, 3, 5, 0, 3, 0]"
50.0% - #853,"[1, 0, 0, 0, 0, 5, 0, 9, 6, 2, 3, 2]"
50.0% - #854,"[1, 2, 0, 6, 2, 6, 4, 0, 5, 0, 1, 1]"
50.0% - #855,"[4, 1, 1, 6, 0, 4, 2, 1, 2, 4, 1, 2]"
50.0% - #856,"[3, 0, 0, 4, 2, 5, 4, 8, 0, 1, 1, 0]"
50.0% - #857,"[3, 0, 1, 2, 0, 3, 4, 8, 1, 2, 0, 4]"
50.0% - #858,"[3, 1, 0, 3, 1, 6, 1, 7, 4, 1, 1, 0]"
50.0% - #859,"[1, 0, 1, 3, 1, 6, 1, 7, 4, 1, 2, 1]"
50.0% - #860,"[0, 2, 1, 6, 0, 5, 1, 4, 3, 3, 2, 1]"
50.0% - #861,"[2, 0, 2, 0, 1, 5, 3, 6, 2, 4, 3, 0]"
50.0% - #862,"[0, 0, 0, 3, 0, 6, 3, 3, 5, 1, 3, 4]"
50.0% - #863,"[1, 1, 0, 7, 0, 0, 4, 8, 4, 0, 3, 0]"
50.0% - #864,"[3, 1, 1, 2, 0, 6, 2, 1, 5, 2, 3, 2]"
50.0% - #865,"[1, 3, 1, 5, 1, 0, 4, 5, 0, 4, 1, 3]"
50.0% - #866,"[2, 1, 0, 4, 1, 0, 2, 4, 3, 4, 3, 4]"
50.0% - #867,"[3, 0, 1, 7, 1, 3, 0, 6, 1, 4, 0, 2]"
50.0% - #868,"[0, 0, 0, 6, 1, 6, 2, 2, 3, 4, 3, 1]"
50.0% - #869,"[4, 0, 0, 3, 2, 2, 2, 5, 6, 1, 2, 1]"
50.0% - #870,"[0, 0, 2, 2, 2, 4, 2, 10, 5, 1, 0, 0]"
50.0% - #871,"[0, 2, 1, 6, 2, 0, 2, 6, 4, 4, 1, 0]"
50.0% - #872,"[2, 2, 1, 3, 0, 3, 0, 10, 2, 3, 1, 1]"
50.0% - #873,"[1, 1, 0, 3, 1, 1, 2, 10, 5, 0, 0, 4]"
50.0% - #874,"[0, 2, 1, 5, 0, 5, 3, 4, 3, 0, 3, 2]"
50.0% - #875,"[3, 0, 0, 1, 1, 3, 3, 4, 3, 3, 3, 4]"
50.0% - #876,"[3, 1, 1, 5, 2, 5, 3, 3, 3, 0, 1, 1]"
50.0% - #877,"[2, 1, 2, 1, 1, 1, 3, 9, 3, 3, 0, 2]"
50.0% - #878,"[0, 2, 1, 2, 0, 3, 4, 4, 5, 3, 2, 2]"
50.0% - #879,"[0, 1, 2, 0, 0, 5, 0, 9, 2, 2, 3, 4]"
50.0% - #880,"[0, 3, 2, 0, 1, 1, 3, 6, 6, 2, 3, 1]"
50.0% - #881,"[0, 2, 0, 0, 2, 4, 3, 10, 2, 0, 1, 4]"
50.0% - #882,"[0, 3, 1, 1, 0, 6, 3, 9, 4, 1, 0, 0]"
50.0% - #883,"[2, 0, 0, 7, 0, 1, 2, 6, 4, 2, 1, 3]"
50.0% - #884,"[3, 3, 0, 7, 2, 1, 2, 1, 5, 0, 1, 3]"
50.0% - #885,"[2, 2, 2, 7, 0, 5, 3, 1, 3, 0, 0, 3]"
50.0% - #886,"[1, 0, 0, 2, 1, 6, 4, 8, 0, 3, 0, 3]"
50.0% - #887,"[2, 3, 2, 6, 0, 1, 2, 2, 0, 4, 2, 4]"
50.0% - #888,"[3, 3, 1, 7, 1, 1, 0, 6, 0, 2, 1, 3]"
50.0% - #889,"[1, 3, 0, 1, 0, 1, 4, 10, 3, 1, 1, 3]"
50.0% - #890,"[4, 1, 1, 6, 0, 0, 4, 1, 0, 4, 3, 4]"
50.0% - #891,"[1, 0, 1, 7, 2, 2, 0, 6, 6, 1, 1, 1]"
